1,1,19502
2,1,89723
3,1,73602
4,1,1.5387e+05
5,1,1.4423e+05
6,1,1.881e+05
7,1,3.0883e+05
8,1,1.6993e+05
9,1,60661
10,1,98525
11,1,1.3334e+05
12,1,1.6646e+05
13,1,46225
14,1,48593
15,1,54782
16,1,47645
17,1,31249
18,1,81494
19,1,26981
20,1,20612
21,1,21274
22,1,18669
23,1,40348
24,1,6592
25,1,1736
26,1,1157
27,1,8267
28,1,2929
29,1,2596
30,1,7542
31,1,11394
32,1,15044
33,1,39026
34,1,18001
35,1,7401
36,1,7315
37,1,8808
38,1,18274
39,1,14008
40,1,2673
41,1,6299
42,1,1998
43,1,3794
44,1,4757
45,1,2465
46,1,7565
47,1,4511
48,1,12016
49,1,17750
50,1,11827
51,1,7374
52,1,22945
53,1,14751
54,1,23674
55,1,26246
56,1,9212
57,1,12539
58,1,30105
59,1,43288
60,1,31050
61,1,25650
62,1,16175
63,1,10930
64,1,6798
65,1,11703
66,1,20959
67,1,13835
68,1,24670
69,1,14708
70,1,22455
71,1,5109
72,1,4934
73,1,3156
74,1,1367
75,1,1228
76,1,611
77,1,1006
78,1,1389
79,1,878
80,1,1728
81,1,5991
82,1,6747
83,1,8120
84,1,7241
85,1,6721
86,1,5154
87,1,20190
88,1,8620
89,1,7404
90,1,17514
91,1,20857
92,1,15143
93,1,22650
94,1,18088
95,1,14395
96,1,7303
97,1,21581
98,1,3293
99,1,5568
100,1,7469
101,1,2320
102,1,1271
103,1,4609
104,1,4202
105,1,2863
106,1,24826
1,2,85334
2,2,25661
3,2,66382
4,2,2.4648e+05
5,2,2.2236e+05
6,2,2.2146e+05
7,2,4.0455e+05
8,2,3.2317e+05
9,2,1.1528e+05
10,2,1.702e+05
11,2,3.0622e+05
12,2,3.9982e+05
13,2,1.0283e+05
14,2,1.1451e+05
15,2,1.4824e+05
16,2,94705
17,2,67676
18,2,1.627e+05
19,2,47089
20,2,40578
21,2,49956
22,2,30742
23,2,71098
24,2,13705
25,2,4340
26,2,3560
27,2,17298
28,2,2587
29,2,5210
30,2,13031
31,2,23219
32,2,26408
33,2,87417
34,2,34187
35,2,19484
36,2,16774
37,2,14877
38,2,36459
39,2,26268
40,2,5932
41,2,12586
42,2,3785
43,2,8619
44,2,10113
45,2,4698
46,2,13892
47,2,10669
48,2,16187
49,2,28861
50,2,21302
51,2,13813
52,2,53054
53,2,34376
54,2,49807
55,2,64917
56,2,25761
57,2,32690
58,2,72708
59,2,96969
60,2,60547
61,2,61119
62,2,27427
63,2,18430
64,2,12503
65,2,22046
66,2,33040
67,2,30801
68,2,64256
69,2,25955
70,2,35619
71,2,11930
72,2,9072
73,2,7222
74,2,2730
75,2,1413
76,2,1088
77,2,1829
78,2,2160
79,2,2034
80,2,1458
81,2,13442
82,2,14482
83,2,12713
84,2,12417
85,2,10901
86,2,8715
87,2,46239
88,2,19502
89,2,13667
90,2,42219
91,2,49986
92,2,32950
93,2,57809
94,2,43854
95,2,32647
96,2,18982
97,2,54349
98,2,8136
99,2,9627
100,2,15609
101,2,2662
102,2,3758
103,2,11911
104,2,7102
105,2,6552
106,2,53351
1,3,72673
2,3,70305
3,3,16569
4,3,1.269e+05
5,3,1.2728e+05
6,3,1.7753e+05
7,3,2.9474e+05
8,3,1.6104e+05
9,3,56549
10,3,91794
11,3,1.4032e+05
12,3,1.7594e+05
13,3,48885
14,3,51157
15,3,67614
16,3,58601
17,3,31151
18,3,93347
19,3,27660
20,3,20240
21,3,19840
22,3,16028
23,3,37154
24,3,5987
25,3,2228
26,3,1133
27,3,7982
28,3,1218
29,3,2005
30,3,7869
31,3,14332
32,3,18137
33,3,43775
34,3,14462
35,3,7203
36,3,7440
37,3,9048
38,3,19440
39,3,14442
40,3,2619
41,3,4174
42,3,2188
43,3,3863
44,3,5072
45,3,3545
46,3,9533
47,3,6577
48,3,10969
49,3,14424
50,3,11992
51,3,6663
52,3,26881
53,3,16801
54,3,24903
55,3,30405
56,3,12161
57,3,16649
58,3,39509
59,3,41416
60,3,32112
61,3,26802
62,3,15612
63,3,9467
64,3,5822
65,3,9868
66,3,15034
67,3,17722
68,3,28435
69,3,14851
70,3,19173
71,3,5637
72,3,5289
73,3,4077
74,3,1669
75,3,1394
76,3,721
77,3,1023
78,3,1055
79,3,810
80,3,1056
81,3,6599
82,3,6575
83,3,6833
84,3,6514
85,3,5496
86,3,3929
87,3,25693
88,3,10033
89,3,7259
90,3,21860
91,3,27580
92,3,16173
93,3,26988
94,3,20264
95,3,15155
96,3,7811
97,3,22312
98,3,3239
99,3,4587
100,3,7016
101,3,1207
102,3,3460
103,3,6633
104,3,3905
105,3,2869
106,3,25532
1,4,1.727e+05
2,4,2.6292e+05
3,4,1.2114e+05
4,4,49692
5,4,2.7871e+05
6,4,4.2716e+05
7,4,9.131e+05
8,4,4.7659e+05
9,4,1.5496e+05
10,4,2.0882e+05
11,4,4.3571e+05
12,4,5.2307e+05
13,4,1.5424e+05
14,4,1.8785e+05
15,4,2.0595e+05
16,4,1.8766e+05
17,4,1.103e+05
18,4,3.1013e+05
19,4,71753
20,4,58111
21,4,74100
22,4,49063
23,4,1.1057e+05
24,4,16892
25,4,8057
26,4,3248
27,4,25129
28,4,3822
29,4,5325
30,4,25822
31,4,45314
32,4,63688
33,4,1.5065e+05
34,4,43105
35,4,25016
36,4,21144
37,4,24134
38,4,70628
39,4,48985
40,4,7759
41,4,11569
42,4,3966
43,4,11601
44,4,9739
45,4,11012
46,4,27724
47,4,15882
48,4,33484
49,4,49105
50,4,30946
51,4,16943
52,4,83451
53,4,51955
54,4,77362
55,4,98453
56,4,46873
57,4,55670
58,4,1.1574e+05
59,4,1.6223e+05
60,4,1.1407e+05
61,4,91903
62,4,55479
63,4,19796
64,4,12008
65,4,28308
66,4,37383
67,4,51974
68,4,93917
69,4,46597
70,4,58521
71,4,19568
72,4,13514
73,4,11322
74,4,4323
75,4,2883
76,4,1558
77,4,2532
78,4,4160
79,4,2676
80,4,2025
81,4,15788
82,4,17149
83,4,16461
84,4,14108
85,4,14841
86,4,15154
87,4,86856
88,4,36659
89,4,28005
90,4,61029
91,4,81636
92,4,47534
93,4,84863
94,4,63475
95,4,38072
96,4,22587
97,4,71746
98,4,10441
99,4,15213
100,4,17479
101,4,3819
102,4,4915
103,4,20719
104,4,9075
105,4,10018
106,4,71229
1,5,1.583e+05
2,5,2.1662e+05
3,5,1.1875e+05
4,5,2.9416e+05
5,5,41367
6,5,3.4062e+05
7,5,7.4239e+05
8,5,6.5071e+05
9,5,3.1269e+05
10,5,2.342e+05
11,5,3.8123e+05
12,5,4.6305e+05
13,5,1.6372e+05
14,5,1.6138e+05
15,5,2.1773e+05
16,5,2.1658e+05
17,5,1.2219e+05
18,5,3.2035e+05
19,5,93104
20,5,70523
21,5,74030
22,5,47194
23,5,1.1376e+05
24,5,20663
25,5,10781
26,5,4737
27,5,31848
28,5,5651
29,5,9552
30,5,34782
31,5,50591
32,5,65734
33,5,1.2786e+05
34,5,50529
35,5,21538
36,5,23418
37,5,29330
38,5,63546
39,5,49961
40,5,10254
41,5,14225
42,5,6068
43,5,15631
44,5,17335
45,5,11976
46,5,30206
47,5,24702
48,5,40585
49,5,60540
50,5,41750
51,5,25007
52,5,93183
53,5,57180
54,5,87076
55,5,1.0138e+05
56,5,37963
57,5,42707
58,5,1.0237e+05
59,5,1.3787e+05
60,5,1.2321e+05
61,5,86078
62,5,45197
63,5,38396
64,5,26243
65,5,48329
66,5,73652
67,5,51193
68,5,92153
69,5,38337
70,5,48042
71,5,16870
72,5,15231
73,5,9296
74,5,4206
75,5,2404
76,5,1186
77,5,2265
78,5,2263
79,5,1911
80,5,1951
81,5,18920
82,5,26031
83,5,24189
84,5,22468
85,5,20803
86,5,21267
87,5,74578
88,5,38376
89,5,26798
90,5,56626
91,5,65792
92,5,43848
93,5,72072
94,5,60705
95,5,45710
96,5,24741
97,5,67716
98,5,13627
99,5,15786
100,5,23150
101,5,5637
102,5,4471
103,5,15281
104,5,10734
105,5,8986
106,5,63542
1,6,2.4191e+05
2,6,2.6236e+05
3,6,1.9933e+05
4,6,5.4771e+05
5,6,3.8441e+05
6,6,88044
7,6,8.4302e+05
8,6,7.6273e+05
9,6,4.3661e+05
10,6,3.3122e+05
11,6,7.4767e+05
12,6,8.0062e+05
13,6,2.4472e+05
14,6,2.6551e+05
15,6,3.4237e+05
16,6,3.0711e+05
17,6,1.7629e+05
18,6,4.8377e+05
19,6,1.2246e+05
20,6,92148
21,6,1.0661e+05
22,6,65216
23,6,1.6178e+05
24,6,35986
25,6,12422
26,6,6427
27,6,48625
28,6,7275
29,6,13475
30,6,48053
31,6,66205
32,6,1.0031e+05
33,6,2.0357e+05
34,6,74683
35,6,31815
36,6,38592
37,6,40634
38,6,92107
39,6,71092
40,6,14708
41,6,22548
42,6,8457
43,6,22672
44,6,22537
45,6,14163
46,6,50305
47,6,28816
48,6,53501
49,6,71569
50,6,61324
51,6,35194
52,6,1.4572e+05
53,6,92463
54,6,1.4373e+05
55,6,1.5556e+05
56,6,52385
57,6,71645
58,6,1.851e+05
59,6,2.3859e+05
60,6,1.8188e+05
61,6,1.3991e+05
62,6,73461
63,6,58601
64,6,42846
65,6,73107
66,6,1.0942e+05
67,6,89242
68,6,1.4118e+05
69,6,68804
70,6,97380
71,6,31730
72,6,23492
73,6,15221
74,6,6228
75,6,3333
76,6,2343
77,6,4613
78,6,5972
79,6,4776
80,6,4760
81,6,28678
82,6,30965
83,6,32855
84,6,30866
85,6,33268
86,6,31837
87,6,1.368e+05
88,6,62369
89,6,42504
90,6,84397
91,6,1.1901e+05
92,6,78743
93,6,1.413e+05
94,6,1.2077e+05
95,6,72188
96,6,39997
97,6,1.1445e+05
98,6,19538
99,6,26261
100,6,38653
101,6,7733
102,6,9038
103,6,31957
104,6,16238
105,6,16754
106,6,1.3186e+05
1,7,4.3463e+05
2,7,4.9547e+05
3,7,3.5996e+05
4,7,1.0681e+06
5,7,9.3026e+05
6,7,7.7835e+05
7,7,1.1019e+05
8,7,1.5482e+06
9,7,1.0182e+06
10,7,4.6616e+05
11,7,1.1076e+06
12,7,1.1007e+06
13,7,3.219e+05
14,7,4.0398e+05
15,7,5.7572e+05
16,7,4.6447e+05
17,7,2.8448e+05
18,7,8.1189e+05
19,7,2.0154e+05
20,7,1.3364e+05
21,7,1.5183e+05
22,7,75970
23,7,2.3963e+05
24,7,71879
25,7,22453
26,7,12510
27,7,78985
28,7,13746
29,7,26973
30,7,79680
31,7,1.0802e+05
32,7,1.2761e+05
33,7,3.1948e+05
34,7,1.2682e+05
35,7,57317
36,7,59797
37,7,72755
38,7,1.4434e+05
39,7,1.1384e+05
40,7,26282
41,7,40791
42,7,16539
43,7,34102
44,7,37506
45,7,22453
46,7,85851
47,7,64614
48,7,1.015e+05
49,7,1.392e+05
50,7,1.1437e+05
51,7,68186
52,7,2.537e+05
53,7,1.4546e+05
54,7,2.1154e+05
55,7,2.2945e+05
56,7,95616
57,7,1.0969e+05
58,7,2.4303e+05
59,7,3.2796e+05
60,7,2.4834e+05
61,7,2.1023e+05
62,7,70991
63,7,1.1290e+05
64,7,73644
65,7,1.2692e+05
66,7,1.8993e+05
67,7,1.2626e+05
68,7,2.1368e+05
69,7,90358
70,7,1.1916e+05
71,7,40419
72,7,39181
73,7,26412
74,7,11027
75,7,5803
76,7,3813
77,7,7890
78,7,11000
79,7,9215
80,7,10121
81,7,52817
82,7,60907
83,7,59702
84,7,59348
85,7,57681
86,7,51334
87,7,2.1135e+05
88,7,96629
89,7,65597
90,7,1.0597e+05
91,7,1.4759e+05
92,7,1.2365e+05
93,7,2.0278e+05
94,7,1.6004e+05
95,7,1.1675e+05
96,7,54815
97,7,1.6252e+05
98,7,28127
99,7,39417
100,7,65979
101,7,13227
102,7,12992
103,7,48171
104,7,24272
105,7,28373
106,7,2.1042e+05
1,8,2.1675e+05
2,8,3.5489e+05
3,8,1.7228e+05
4,8,4.8692e+05
5,8,6.8179e+05
6,8,6.3885e+05
7,8,1.2764e+06
8,8,84088
9,8,6.6136e+05
10,8,6.1049e+05
11,8,7.9932e+05
12,8,1.0421e+06
13,8,3.4592e+05
14,8,3.3117e+05
15,8,5.171e+05
16,8,4.8267e+05
17,8,2.7246e+05
18,8,7.3191e+05
19,8,1.9516e+05
20,8,1.595e+05
21,8,1.6885e+05
22,8,1.2363e+05
23,8,2.7558e+05
24,8,36478
25,8,18829
26,8,10391
27,8,55581
28,8,8926
29,8,21091
30,8,67531
31,8,98867
32,8,1.3892e+05
33,8,3.125e+05
34,8,1.0551e+05
35,8,36565
36,8,44859
37,8,55156
38,8,1.3417e+05
39,8,1.037e+05
40,8,19036
41,8,33989
42,8,13547
43,8,34623
44,8,36114
45,8,36160
46,8,53526
47,8,30771
48,8,47605
49,8,67984
50,8,75852
51,8,45369
52,8,1.9341e+05
53,8,1.176e+05
54,8,1.9736e+05
55,8,2.3298e+05
56,8,80767
57,8,1.0095e+05
58,8,2.6528e+05
59,8,3.1052e+05
60,8,2.6121e+05
61,8,2.064e+05
62,8,1.2472e+05
63,8,59948
64,8,34666
65,8,86387
66,8,1.4127e+05
67,8,1.0826e+05
68,8,1.8767e+05
69,8,80181
70,8,1.0695e+05
71,8,34760
72,8,18656
73,8,10818
74,8,5126
75,8,2121
76,8,1421
77,8,2418
78,8,3128
79,8,2807
80,8,4859
81,8,26624
82,8,31128
83,8,31190
84,8,29565
85,8,30462
86,8,45075
87,8,1.7918e+05
88,8,1.0672e+05
89,8,60041
90,8,1.2384e+05
91,8,1.7844e+05
92,8,1.0653e+05
93,8,1.8192e+05
94,8,1.2952e+05
95,8,98664
96,8,58881
97,8,1.3396e+05
98,8,22440
99,8,40102
100,8,46939
101,8,9870
102,8,10185
103,8,42429
104,8,17119
105,8,18103
106,8,1.2395e+05
1,9,85414
2,9,1.3363e+05
3,9,68880
4,9,1.9591e+05
5,9,3.5483e+05
